CROPS,SOIL,N,P,K,TEMP,RELATIVE_HUMIDITY,SOIL_PH
beetroot,friable soil,80.0,43.2,55.6,19.6,99.2,7.0
beetroot,friable soil,95.5,48.2,47.5,18.7,98.2,6.0
beetroot,friable soil,64.8,50.9,57.9,19.0,99.7,6.5
beetroot,friable soil,65.2,57.9,42.6,20.4,98.7,6.0
beetroot,friable soil,95.6,59.1,50.0,18.1,98.2,6.8
beetroot,friable soil,61.1,55.4,44.2,18.8,99.1,6.4
beetroot,friable soil,89.2,50.8,46.7,20.6,98.0,6.0
beetroot,friable soil,84.8,46.7,49.6,18.5,98.7,6.9
beetroot,friable soil,61.0,47.6,45.4,20.9,98.9,6.8
beetroot,friable soil,93.5,43.0,40.2,20.8,99.7,6.1
beetroot,friable soil,92.1,44.0,42.2,20.9,98.5,6.3
beetroot,friable soil,99.0,41.9,47.5,18.5,100.0,6.8
beetroot,friable soil,87.3,54.3,57.1,19.6,99.1,6.5
beetroot,friable soil,83.6,59.1,55.7,18.4,99.2,6.6
beetroot,friable soil,67.4,51.9,44.3,18.5,98.3,6.3
beetroot,friable soil,88.4,42.1,52.6,19.9,98.1,6.1
beetroot,friable soil,89.3,44.1,51.0,18.2,99.1,6.6
beetroot,friable soil,94.7,45.1,45.7,18.7,99.3,6.2
beetroot,friable soil,87.7,40.4,49.1,19.6,98.5,6.4
beetroot,friable soil,91.6,42.5,51.4,20.6,98.8,6.9
beetroot,friable soil,90.1,55.5,45.6,18.5,98.4,6.3
beetroot,friable soil,78.0,58.0,52.0,18.7,99.1,6.2
beetroot,friable soil,69.6,48.8,40.7,20.6,98.5,6.2
beetroot,friable soil,75.7,40.3,56.7,19.6,99.6,6.7
beetroot,friable soil,87.8,57.3,49.8,19.1,99.4,7.0
beetroot,friable soil,80.3,46.9,54.4,20.7,98.1,6.8
beetroot,friable soil,85.7,57.0,40.6,20.3,98.7,6.1
beetroot,friable soil,74.5,43.1,45.6,20.1,98.5,6.8
beetroot,friable soil,67.9,58.4,55.7,19.5,99.9,6.2
beetroot,friable soil,71.8,54.4,40.8,18.8,99.6,6.6
beetroot,friable soil,99.2,47.6,46.8,19.6,98.3,6.8
beetroot,friable soil,82.9,48.8,50.4,19.0,99.9,6.7
beetroot,friable soil,66.7,47.4,43.7,20.9,98.5,6.3
beetroot,friable soil,70.5,43.5,45.6,18.2,99.7,6.5
beetroot,friable soil,96.5,47.9,56.4,18.4,98.1,6.4
beetroot,friable soil,76.7,47.2,43.3,18.0,99.4,6.8
beetroot,friable soil,78.6,41.3,55.3,19.0,99.5,6.1
beetroot,friable soil,61.9,54.3,49.5,18.5,99.5,7.0
beetroot,friable soil,69.8,42.0,58.8,20.3,99.2,7.0
beetroot,friable soil,89.0,55.4,53.7,18.9,99.8,6.8
beetroot,friable soil,97.5,47.3,59.8,18.9,99.2,6.3
beetroot,friable soil,60.7,46.5,56.7,19.5,99.8,6.8
beetroot,friable soil,95.5,42.5,41.7,18.5,98.3,6.6
beetroot,friable soil,68.4,48.8,52.3,18.8,98.5,6.3
beetroot,friable soil,61.3,56.5,53.5,18.8,99.1,6.4
beetroot,friable soil,72.2,52.2,59.1,19.1,99.5,6.5
beetroot,friable soil,89.9,40.2,48.1,18.8,98.5,6.1
beetroot,friable soil,69.2,55.3,41.8,20.1,98.3,6.4
beetroot,friable soil,95.4,49.9,57.6,20.5,98.2,6.2
beetroot,friable soil,80.1,58.9,56.2,19.3,100.0,6.8
beetroot,friable soil,72.8,42.6,56.3,18.1,98.8,6.0
beetroot,friable soil,71.9,56.3,53.2,19.9,98.8,6.8
beetroot,friable soil,95.0,40.7,51.5,19.7,98.5,6.3
beetroot,friable soil,99.5,57.5,43.6,20.8,98.6,6.5
beetroot,friable soil,85.7,44.2,58.7,19.9,99.0,6.3
beetroot,friable soil,99.8,40.9,49.2,18.9,99.2,6.4
beetroot,friable soil,90.7,41.5,51.1,18.7,99.6,6.0
beetroot,friable soil,90.3,47.2,49.6,19.6,98.9,6.6
beetroot,friable soil,83.8,45.3,55.3,18.6,98.1,6.3
beetroot,friable soil,70.0,53.8,59.6,19.3,99.1,6.5
beetroot,friable soil,72.8,48.6,54.4,19.7,98.8,6.3
beetroot,friable soil,80.5,40.9,45.7,19.8,99.9,6.8
beetroot,friable soil,71.7,57.8,56.6,19.0,98.3,6.1
beetroot,friable soil,91.0,55.9,47.6,18.8,99.5,6.0
beetroot,friable soil,96.1,45.2,47.6,20.2,99.0,6.6
beetroot,friable soil,96.3,41.4,54.1,20.6,98.1,6.1
beetroot,friable soil,87.9,59.4,44.2,19.0,98.7,6.3
beetroot,friable soil,60.4,46.0,48.8,20.0,98.7,7.0
beetroot,friable soil,93.6,53.0,59.3,19.6,99.4,6.5
beetroot,friable soil,88.3,44.5,57.6,18.6,100.0,6.3
beetroot,friable soil,99.4,51.9,52.7,18.9,99.2,6.9
beetroot,friable soil,88.0,42.5,41.0,20.5,98.3,6.7
beetroot,friable soil,75.3,59.4,53.6,19.6,99.3,6.5
beetroot,friable soil,82.1,41.8,57.8,18.4,99.4,6.1
beetroot,friable soil,61.3,42.9,57.3,18.6,98.7,6.7
beetroot,friable soil,93.6,50.4,56.2,20.4,98.5,6.7
beetroot,friable soil,61.2,46.9,50.0,19.6,100.0,6.1
beetroot,friable soil,83.7,48.6,54.3,18.6,99.4,6.7
beetroot,friable soil,88.4,52.7,41.9,20.8,99.3,6.7
beetroot,friable soil,60.6,42.3,58.3,20.8,98.9,6.4
beetroot,friable soil,82.7,55.3,40.4,19.3,98.3,6.3
beetroot,friable soil,77.1,58.0,46.1,18.4,98.5,7.0
beetroot,friable soil,84.2,54.3,56.5,20.1,98.5,6.2
beetroot,friable soil,97.9,49.9,56.7,21.0,98.5,6.0
beetroot,friable soil,97.0,53.1,57.5,21.0,99.8,6.3
beetroot,friable soil,92.5,41.0,53.3,19.9,98.8,6.4
beetroot,friable soil,67.5,44.2,50.5,20.0,98.4,6.0
beetroot,friable soil,85.4,47.5,56.0,18.7,99.2,6.6
beetroot,friable soil,84.9,40.3,51.6,18.4,98.1,6.3
beetroot,friable soil,85.6,40.8,45.3,19.4,99.0,6.0
beetroot,friable soil,90.7,49.8,44.9,20.5,98.7,6.5
beetroot,friable soil,63.7,49.6,46.7,20.8,98.8,6.5
beetroot,friable soil,77.5,46.6,50.4,20.0,98.3,6.0
beetroot,friable soil,94.5,48.3,57.7,18.9,98.6,6.5
beetroot,friable soil,92.1,41.0,45.3,18.2,99.0,6.2
beetroot,friable soil,97.8,40.7,53.8,20.6,98.7,7.0
beetroot,friable soil,85.1,54.5,57.3,19.4,98.8,6.8
beetroot,friable soil,79.0,46.8,41.4,20.7,99.4,6.4
beetroot,friable soil,79.6,54.1,56.1,18.8,98.0,6.3
beetroot,friable soil,65.7,50.8,41.5,20.5,98.4,6.2
beetroot,friable soil,78.0,55.6,44.9,18.2,99.4,6.5
beetroot,friable soil,86.3,42.1,54.4,19.1,98.2,6.4
beetroot,friable soil,94.9,55.1,57.5,20.1,98.2,6.3
beetroot,friable soil,98.0,52.5,56.8,18.1,98.8,6.8
beetroot,friable soil,76.1,56.0,49.8,20.7,99.3,6.9
beetroot,friable soil,89.1,41.9,42.4,21.0,99.3,6.9
beetroot,friable soil,78.0,54.4,52.6,18.9,98.0,7.0
beetroot,friable soil,93.7,50.9,56.2,18.9,98.4,6.9
beetroot,friable soil,91.7,40.1,43.1,19.1,99.1,6.8
beetroot,friable soil,75.3,49.7,56.7,20.1,98.9,6.6
beetroot,friable soil,88.8,53.1,51.7,20.7,99.3,6.3
beetroot,friable soil,69.1,50.7,45.9,18.2,99.5,6.8
beetroot,friable soil,93.3,41.1,58.2,20.8,98.7,6.2
beetroot,friable soil,74.2,56.5,54.1,20.5,99.9,6.8
beetroot,friable soil,89.6,57.9,47.1,19.8,99.1,6.7
beetroot,friable soil,68.9,47.1,40.1,20.7,99.3,6.6
beetroot,friable soil,66.8,44.9,46.9,19.0,98.0,6.3
beetroot,friable soil,76.4,47.6,44.8,20.8,99.7,6.5
beetroot,friable soil,84.1,49.0,48.4,19.7,98.0,6.6
beetroot,friable soil,94.3,59.9,56.7,19.0,99.0,6.2
beetroot,friable soil,84.9,42.6,51.2,18.2,98.7,7.0
beetroot,friable soil,98.3,48.9,52.3,20.9,99.9,7.0
beetroot,friable soil,61.9,59.0,45.6,20.7,99.8,6.9
beetroot,friable soil,71.9,58.5,50.0,20.2,99.5,6.8
beetroot,friable soil,95.1,40.2,52.7,18.8,98.6,6.7
beetroot,friable soil,89.7,44.9,40.1,20.6,98.4,6.1
beetroot,friable soil,64.3,41.6,59.4,20.0,99.7,6.1
beetroot,friable soil,88.3,43.3,46.9,18.3,99.9,6.4
beetroot,friable soil,84.8,42.8,51.1,19.4,99.1,6.4
beetroot,friable soil,96.0,45.8,51.7,21.0,98.3,6.4
beetroot,friable soil,96.8,41.3,45.4,18.3,99.5,6.7
beetroot,friable soil,76.1,56.2,50.0,19.5,99.9,6.9
beetroot,friable soil,77.6,58.4,50.0,18.4,98.9,7.0
beetroot,friable soil,65.7,56.2,56.4,19.9,99.3,6.5
beetroot,friable soil,69.8,40.7,46.4,19.0,99.5,6.6
beetroot,friable soil,68.3,40.3,52.5,18.8,99.7,6.3
beetroot,friable soil,67.8,55.0,42.7,18.4,98.7,6.9
beetroot,friable soil,81.4,53.4,51.9,18.2,99.3,6.1
beetroot,friable soil,70.7,52.6,49.5,20.1,98.6,6.1
beetroot,friable soil,61.6,44.1,44.4,18.6,98.5,6.7
beetroot,friable soil,66.8,57.8,55.8,20.1,98.4,6.4
beetroot,friable soil,62.9,58.0,47.6,20.4,98.8,6.7
beetroot,friable soil,98.8,45.1,44.9,19.6,98.8,6.1
beetroot,friable soil,66.2,51.2,45.2,19.2,99.0,6.7
beetroot,friable soil,82.6,46.7,50.3,19.3,99.1,6.3
beetroot,friable soil,62.6,56.7,44.1,18.5,98.9,6.0
beetroot,friable soil,96.6,57.1,43.4,19.5,98.4,7.0
beetroot,friable soil,61.6,49.6,43.4,18.7,98.4,6.1
beetroot,friable soil,60.5,57.7,41.0,20.3,98.6,6.1
beetroot,friable soil,70.6,50.5,44.8,19.3,99.4,6.2
beetroot,friable soil,98.0,49.7,42.7,19.5,99.0,6.7
beetroot,friable soil,65.0,58.5,58.7,20.8,99.2,6.8
beetroot,friable soil,65.0,47.4,53.7,20.4,98.5,6.4
beetroot,friable soil,93.6,56.2,42.0,19.5,98.5,6.0
beetroot,friable soil,60.8,40.7,42.1,18.5,99.8,6.0
beetroot,friable soil,98.7,58.4,59.5,20.2,98.9,6.7
beetroot,friable soil,78.8,58.7,52.1,19.2,99.0,6.3
beetroot,friable soil,71.0,42.7,48.2,19.2,98.9,6.5
beetroot,friable soil,89.1,42.5,49.5,18.3,99.1,6.9
beetroot,friable soil,87.3,44.7,44.8,20.7,98.1,6.5
beetroot,friable soil,93.9,56.5,55.5,19.0,99.8,6.2
beetroot,friable soil,78.6,43.5,54.6,19.4,99.5,6.5
beetroot,friable soil,81.3,52.6,59.6,20.0,99.7,6.5
beetroot,friable soil,78.2,59.5,52.9,20.0,98.8,6.8
beetroot,friable soil,79.9,42.1,55.9,20.9,99.5,6.3
beetroot,friable soil,71.1,53.5,44.6,18.7,99.5,6.8
beetroot,friable soil,91.1,52.1,51.2,19.3,99.9,6.6
beetroot,friable soil,82.8,43.3,40.2,19.2,99.4,6.5
beetroot,friable soil,87.8,56.3,41.9,19.0,99.2,6.8
beetroot,friable soil,81.2,46.5,40.2,18.9,98.5,6.7
beetroot,friable soil,72.8,41.2,57.6,20.5,98.9,6.6
beetroot,friable soil,96.9,48.2,50.9,18.7,98.4,6.6
beetroot,friable soil,88.3,42.7,53.1,18.5,98.7,6.8
beetroot,friable soil,94.9,46.6,59.1,20.8,98.8,6.3
beetroot,friable soil,64.7,48.5,44.4,19.0,98.2,6.1
beetroot,friable soil,74.2,56.2,52.8,19.2,98.9,6.9
beetroot,friable soil,62.3,47.1,50.0,18.5,98.9,6.9
beetroot,friable soil,91.8,52.5,57.1,19.5,99.2,7.0
beetroot,friable soil,95.8,41.5,48.1,20.6,99.1,6.4
beetroot,friable soil,87.7,59.4,51.4,20.8,98.5,6.7
beetroot,friable soil,64.5,49.1,41.8,18.5,99.4,6.3
beetroot,friable soil,93.5,43.5,47.8,19.2,98.5,6.6
beetroot,friable soil,71.1,50.7,51.6,20.2,98.4,6.9
beetroot,friable soil,83.2,58.9,55.5,19.1,99.2,6.4
beetroot,friable soil,86.8,40.5,55.8,20.2,98.9,6.3
beetroot,friable soil,99.6,41.8,52.2,20.5,99.9,6.0
beetroot,friable soil,92.5,44.2,45.9,19.7,99.6,6.5
beetroot,friable soil,92.3,48.7,56.3,19.9,99.1,6.5
beetroot,friable soil,69.8,43.9,41.9,20.6,99.0,6.7
beetroot,friable soil,76.9,54.6,41.4,19.7,98.5,6.5
beetroot,friable soil,78.7,43.0,40.7,18.0,99.9,6.1
beetroot,friable soil,98.8,40.3,50.9,21.0,99.6,6.5
beetroot,friable soil,87.8,56.2,42.3,19.2,98.9,6.6
beetroot,friable soil,94.9,45.2,57.0,19.4,98.3,6.6
beetroot,friable soil,61.6,54.5,54.0,19.7,98.0,7.0
beetroot,friable soil,85.8,52.0,57.1,20.3,98.2,6.9
beetroot,friable soil,94.3,45.9,44.0,20.1,99.5,6.4
beetroot,friable soil,72.3,56.0,59.6,19.3,98.8,7.0
beetroot,friable soil,92.2,50.2,55.6,18.9,99.5,6.0
beetroot,friable soil,74.5,47.9,47.0,19.9,98.6,6.9
beetroot,friable soil,68.1,48.3,49.1,20.1,98.1,6.1
beetroot,friable soil,93.1,40.5,57.9,18.8,98.5,6.3
beetroot,friable soil,83.2,58.3,43.9,19.4,98.1,6.6
beetroot,friable soil,64.3,41.2,53.9,18.2,99.0,6.3
beetroot,friable soil,76.2,42.8,53.5,18.8,99.8,6.9
beetroot,friable soil,78.7,53.4,57.4,19.7,98.6,6.1
beetroot,friable soil,83.8,45.2,57.7,18.4,98.7,6.4
beetroot,friable soil,69.3,41.7,59.6,20.5,99.5,6.7
beetroot,friable soil,67.8,56.1,57.7,19.9,98.3,6.9
beetroot,friable soil,62.5,53.6,52.9,19.6,98.4,6.4
beetroot,friable soil,85.3,59.4,47.3,19.7,98.5,6.1
beetroot,friable soil,71.7,44.4,42.4,19.8,99.2,6.0
beetroot,friable soil,80.1,50.2,41.3,20.9,98.5,6.6
beetroot,friable soil,96.5,45.4,43.1,20.0,99.4,6.3
beetroot,friable soil,77.1,50.9,48.8,20.6,98.9,6.1
beetroot,friable soil,61.8,42.1,44.1,18.4,99.3,6.5
beetroot,friable soil,63.0,42.6,55.4,18.7,98.4,6.1
beetroot,friable soil,92.6,56.7,44.7,19.6,99.4,6.7
beetroot,friable soil,90.9,43.6,40.6,20.8,98.2,6.9
beetroot,friable soil,96.0,56.5,58.7,18.0,98.9,6.1
beetroot,friable soil,72.3,46.1,56.6,18.9,99.3,6.1
beetroot,friable soil,69.4,46.1,48.3,20.7,98.7,6.0
beetroot,friable soil,74.8,46.7,50.7,18.6,98.6,6.2
beetroot,friable soil,73.7,50.4,50.0,20.0,99.9,6.2
beetroot,friable soil,69.6,53.4,42.6,19.0,98.7,6.5
beetroot,friable soil,63.5,51.1,44.4,18.8,98.2,6.2
beetroot,friable soil,63.4,51.7,54.1,20.6,98.2,6.0
beetroot,friable soil,88.0,40.4,43.8,18.3,99.0,6.7
beetroot,friable soil,91.2,52.3,46.9,19.6,99.8,6.0
beetroot,friable soil,99.1,59.1,41.1,19.4,99.5,6.5
beetroot,friable soil,61.1,55.7,40.3,20.1,99.5,6.6
beetroot,friable soil,93.4,42.2,50.5,18.5,100.0,6.8
beetroot,friable soil,75.5,50.8,44.6,18.6,99.0,6.7
beetroot,friable soil,63.2,46.4,58.2,19.0,99.6,6.9
beetroot,friable soil,63.0,50.9,42.3,19.2,98.5,6.3
beetroot,friable soil,68.2,55.5,57.7,18.1,98.3,6.6
beetroot,friable soil,67.2,44.5,50.3,19.4,99.7,6.6
beetroot,friable soil,66.5,51.0,49.3,19.7,98.6,6.8
beetroot,friable soil,70.0,57.2,55.3,20.5,98.7,6.9
beetroot,friable soil,67.9,40.2,59.6,20.8,99.1,6.8
beetroot,friable soil,81.6,41.0,55.2,20.8,99.1,6.3
beetroot,friable soil,91.5,43.8,50.1,19.9,99.2,6.0
beetroot,friable soil,60.2,42.8,56.7,19.1,98.4,6.1
beetroot,friable soil,96.1,40.7,58.2,18.8,99.7,7.0
beetroot,friable soil,82.1,44.9,57.6,19.6,98.5,6.0
beetroot,friable soil,60.4,53.0,46.1,19.5,99.5,6.7
beetroot,friable soil,90.6,49.1,40.1,20.6,99.5,6.2
beetroot,friable soil,71.2,57.3,54.9,19.3,98.2,6.5
beetroot,friable soil,72.1,53.3,44.4,19.0,98.1,7.0
beetroot,friable soil,69.6,50.7,40.1,19.8,98.7,6.1
beetroot,friable soil,78.0,58.7,51.7,19.1,99.1,6.7
beetroot,friable soil,82.5,43.6,48.2,20.1,99.1,6.4
beetroot,friable soil,65.0,41.8,48.9,18.0,99.6,6.0
beetroot,friable soil,82.1,40.4,57.4,18.5,98.7,6.6
beetroot,friable soil,97.1,56.3,53.5,19.2,98.5,6.3
beetroot,friable soil,80.3,43.9,59.4,19.1,98.5,6.1
beetroot,friable soil,71.9,45.7,49.1,20.3,99.8,6.5
beetroot,friable soil,78.0,59.4,58.4,20.3,98.5,6.4
beetroot,friable soil,80.7,56.5,57.2,20.5,99.5,6.5
beetroot,friable soil,72.0,41.0,54.4,18.3,98.5,6.3
beetroot,friable soil,95.6,57.5,48.6,19.1,99.6,6.4
beetroot,friable soil,87.7,56.3,50.3,19.6,99.2,6.0
beetroot,friable soil,99.3,53.1,54.4,20.0,99.4,6.1
beetroot,friable soil,89.0,52.9,58.4,19.4,98.0,6.4
beetroot,friable soil,92.4,44.4,59.9,18.1,99.9,6.3
beetroot,friable soil,99.2,49.3,47.1,18.9,98.9,6.1
beetroot,friable soil,72.8,42.9,48.5,20.9,98.4,6.3
beetroot,friable soil,90.9,58.6,58.2,20.1,98.5,6.2
beetroot,friable soil,98.8,45.1,43.9,20.1,98.9,6.3
beetroot,friable soil,64.0,57.0,41.6,20.4,99.8,6.7
beetroot,friable soil,73.9,44.4,54.1,20.6,98.3,6.9
beetroot,friable soil,94.9,54.4,58.3,20.8,100.0,6.2
beetroot,friable soil,62.5,50.2,46.3,20.6,99.3,6.2
beetroot,friable soil,85.0,49.4,57.9,18.1,99.7,6.5
beetroot,friable soil,75.0,57.0,49.9,18.4,98.6,7.0
beetroot,friable soil,68.0,44.9,54.2,18.8,99.2,6.8
beetroot,friable soil,63.3,49.9,47.0,18.3,99.0,7.0
beetroot,friable soil,87.2,50.1,50.8,21.0,99.1,6.8
beetroot,friable soil,75.7,56.7,58.1,19.5,98.2,6.7
beetroot,friable soil,79.8,52.9,59.1,19.7,99.2,6.4
beetroot,friable soil,64.8,49.1,57.7,18.3,98.1,6.8
beetroot,friable soil,97.9,56.1,42.4,20.5,98.4,6.2
beetroot,friable soil,95.6,42.3,40.5,19.7,99.1,6.7
beetroot,friable soil,67.0,58.7,40.2,19.8,98.6,6.7
beetroot,friable soil,91.0,41.0,54.3,19.5,99.5,6.9
beetroot,friable soil,66.9,52.4,48.4,19.1,99.8,6.2
beetroot,friable soil,85.7,49.0,56.8,18.5,98.9,6.6
beetroot,friable soil,65.1,55.6,47.5,20.5,99.3,6.9
beetroot,friable soil,71.8,45.2,49.7,19.5,98.4,6.1
beetroot,friable soil,88.8,56.6,48.0,19.0,99.1,6.1
beetroot,friable soil,67.1,56.6,45.8,18.6,98.6,6.6
beetroot,friable soil,92.1,55.7,45.9,18.5,98.1,6.3
beetroot,friable soil,99.7,44.3,50.9,20.0,99.5,6.6
beetroot,friable soil,94.4,45.9,51.4,20.3,99.0,6.0
beetroot,friable soil,78.3,49.6,40.9,19.1,99.9,6.8
beetroot,friable soil,87.1,53.8,48.0,19.7,98.0,6.6
beetroot,friable soil,85.1,54.1,46.0,18.3,99.2,6.3
beetroot,friable soil,64.5,55.2,45.5,20.7,99.4,7.0
beetroot,friable soil,67.3,57.7,54.6,19.4,98.8,6.2
beetroot,friable soil,96.9,56.3,52.6,18.5,99.5,6.5
beetroot,friable soil,61.9,41.1,57.3,20.0,98.1,6.3
beetroot,friable soil,79.7,42.5,48.8,19.1,99.5,6.7
beetroot,friable soil,89.9,43.6,52.8,18.3,98.3,6.5
beetroot,friable soil,84.8,58.2,58.6,19.2,99.4,6.8
beetroot,friable soil,86.6,40.6,41.6,20.6,99.6,6.1
beetroot,friable soil,75.3,58.8,58.1,20.5,98.6,6.7
beetroot,friable soil,87.3,50.2,45.9,18.7,98.5,6.4
beetroot,friable soil,79.1,45.4,41.4,19.1,98.3,6.1
beetroot,friable soil,74.3,59.8,49.2,18.9,99.5,6.8
beetroot,friable soil,94.8,54.1,46.4,19.6,99.1,6.8
beetroot,friable soil,82.8,56.8,58.3,18.7,98.5,6.5
beetroot,friable soil,72.4,44.8,46.9,19.3,99.4,6.5
beetroot,friable soil,73.2,56.8,41.4,19.7,99.8,6.5
beetroot,friable soil,65.2,43.1,45.8,19.6,99.8,6.6
beetroot,friable soil,71.8,51.5,57.5,20.5,98.9,6.8
beetroot,friable soil,76.7,51.3,52.6,20.6,98.1,6.6
beetroot,friable soil,78.3,59.4,59.9,19.4,99.9,7.0
beetroot,friable soil,64.8,59.8,50.7,18.8,98.4,6.3
beetroot,friable soil,98.4,54.2,40.6,19.9,98.9,6.0
beetroot,friable soil,65.7,45.4,46.7,19.3,99.2,6.7
beetroot,friable soil,87.2,41.0,40.1,18.1,99.1,6.8
beetroot,friable soil,66.2,45.3,41.8,20.2,98.5,6.5
beetroot,friable soil,62.4,51.7,41.3,18.1,99.7,6.5
beetroot,friable soil,86.0,52.6,48.3,18.5,99.0,6.3
beetroot,friable soil,72.8,59.7,48.5,18.7,98.7,7.0
beetroot,friable soil,98.3,48.3,51.7,20.8,99.2,6.4
beetroot,friable soil,96.8,47.7,57.1,19.5,98.7,6.2
beetroot,friable soil,87.0,50.3,53.1,18.6,99.1,6.5
beetroot,friable soil,85.6,49.8,52.6,20.3,99.8,6.1
beetroot,friable soil,65.1,51.9,45.2,18.6,98.2,6.2
beetroot,friable soil,92.0,59.4,43.0,19.9,99.6,6.5
beetroot,friable soil,62.6,58.5,48.8,19.8,99.8,6.0
beetroot,friable soil,85.9,56.1,56.9,18.6,99.7,7.0
beetroot,friable soil,91.5,53.9,57.1,19.8,98.8,6.4
radish,well-grained deep loamy moist soil,84.6,59.5,42.6,11.4,99.4,5.8
radish,Alluvial soil,89.1,54.9,54.9,12.6,96.3,6.1
radish,well-grained deep loamy moist soil,69.2,59.8,57.2,13.2,99.1,5.5
radish,Alluvial soil,89.5,48.7,60.0,15.3,97.3,6.6
radish,well-grained deep loamy moist soil,98.0,51.7,54.3,11.6,98.7,5.7
radish,Alluvial soil,87.4,58.6,55.1,10.0,98.1,6.5
radish,well-grained deep loamy moist soil,84.1,59.9,45.0,10.4,96.2,5.7
radish,Alluvial soil,66.2,41.6,54.2,11.5,97.0,5.8
radish,well-grained deep loamy moist soil,86.1,55.5,49.7,10.4,98.0,6.7
radish,Alluvial soil,86.9,41.4,48.1,14.3,95.4,5.5
radish,well-grained deep loamy moist soil,93.1,43.3,45.3,14.9,95.2,6.2
radish,Alluvial soil,72.0,44.8,47.6,11.1,98.2,6.6
radish,well-grained deep loamy moist soil,84.9,58.6,44.4,11.2,96.8,5.6
radish,Alluvial soil,65.3,57.2,42.3,12.5,97.0,6.4
radish,well-grained deep loamy moist soil,75.2,51.8,57.2,12.5,98.7,5.6
radish,Alluvial soil,69.1,53.0,42.8,12.0,96.3,6.3
radish,well-grained deep loamy moist soil,87.0,40.4,50.6,15.6,98.9,5.8
radish,Alluvial soil,94.4,51.4,40.7,10.2,97.6,5.7
radish,well-grained deep loamy moist soil,85.6,56.4,41.0,14.4,99.9,5.9
radish,Alluvial soil,82.0,57.7,42.3,17.3,99.1,6.4
radish,well-grained deep loamy moist soil,66.3,57.8,46.1,11.7,99.9,6.7
radish,Alluvial soil,71.0,51.7,42.8,16.8,96.7,6.5
radish,well-grained deep loamy moist soil,87.9,54.6,59.8,16.7,99.0,6.4
radish,Alluvial soil,77.0,40.6,58.3,15.7,97.9,5.7
radish,well-grained deep loamy moist soil,93.2,44.9,47.8,10.0,95.2,5.8
radish,Alluvial soil,72.8,51.9,47.3,16.8,96.8,6.2
radish,well-grained deep loamy moist soil,80.9,42.0,58.0,17.7,97.2,6.0
radish,Alluvial soil,100.0,47.7,55.1,16.7,96.7,6.1
radish,well-grained deep loamy moist soil,75.9,54.3,53.9,14.1,96.7,5.9
radish,Alluvial soil,63.8,57.9,59.0,15.4,96.8,6.2
radish,well-grained deep loamy moist soil,70.3,56.4,52.9,17.6,99.0,6.0
radish,Alluvial soil,72.6,52.2,59.5,16.3,98.2,5.5
radish,well-grained deep loamy moist soil,77.8,58.1,50.8,13.8,97.8,5.7
radish,Alluvial soil,88.5,49.9,46.3,12.2,99.1,6.1
radish,well-grained deep loamy moist soil,72.6,49.2,42.0,16.8,99.1,6.6
radish,Alluvial soil,72.9,49.4,48.6,13.2,99.1,6.3
radish,well-grained deep loamy moist soil,81.3,58.2,52.8,13.0,99.2,6.2
radish,Alluvial soil,82.1,55.4,50.3,13.8,96.8,6.6
radish,well-grained deep loamy moist soil,93.8,43.0,49.8,12.5,99.9,6.1
radish,Alluvial soil,95.3,58.1,51.6,10.1,97.0,6.2
radish,well-grained deep loamy moist soil,64.5,58.5,46.4,17.8,96.8,6.2
radish,Alluvial soil,65.3,49.4,53.7,15.2,99.0,6.0
radish,well-grained deep loamy moist soil,93.2,54.6,58.4,16.9,98.3,5.8
radish,Alluvial soil,85.9,46.0,45.6,14.3,96.7,6.0
radish,well-grained deep loamy moist soil,61.1,51.0,55.8,15.4,97.6,6.3
radish,Alluvial soil,74.6,43.3,50.3,10.0,95.4,5.9
radish,well-grained deep loamy moist soil,84.0,49.8,44.8,13.4,95.5,5.6
radish,Alluvial soil,85.4,54.3,59.0,11.8,99.4,5.9
radish,well-grained deep loamy moist soil,90.7,57.0,42.7,10.5,98.7,6.2
radish,Alluvial soil,93.4,58.0,59.0,15.5,97.6,5.9
radish,well-grained deep loamy moist soil,66.6,51.6,57.8,15.9,97.9,5.6
radish,Alluvial soil,75.4,51.1,45.3,14.8,97.6,5.6
radish,well-grained deep loamy moist soil,70.2,42.4,45.4,11.8,95.2,6.0
radish,Alluvial soil,69.9,55.2,49.5,12.2,97.0,6.2
radish,well-grained deep loamy moist soil,90.8,46.7,50.8,15.9,95.8,5.5
radish,Alluvial soil,69.8,40.1,50.7,11.2,98.5,6.5
radish,well-grained deep loamy moist soil,95.4,56.1,49.3,11.2,98.1,6.3
radish,Alluvial soil,96.0,44.6,59.1,10.1,97.1,6.5
radish,well-grained deep loamy moist soil,99.4,57.6,56.2,17.4,96.1,6.6
radish,Alluvial soil,60.5,47.0,45.6,13.9,98.3,5.7
radish,well-grained deep loamy moist soil,99.4,58.6,56.3,11.5,99.1,6.4
radish,Alluvial soil,98.8,51.1,59.8,12.1,98.6,5.5
radish,well-grained deep loamy moist soil,64.4,46.0,44.7,14.0,98.4,6.1
radish,Alluvial soil,91.4,41.5,57.2,11.3,95.2,5.9
radish,well-grained deep loamy moist soil,67.2,49.7,49.0,14.4,96.3,5.8
radish,Alluvial soil,60.5,59.8,55.2,11.1,97.6,5.9
radish,well-grained deep loamy moist soil,61.9,59.1,42.5,12.0,99.9,5.9
radish,Alluvial soil,90.2,44.0,56.8,14.0,95.1,6.6
