CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,SOIL_PH_HIGH,CROPDURATION,CROPDURATION_MAX,TEMP,MAX_TEMP,WATERREQUIRED,WATERREQUIRED_MAX,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_MAX,N,N_MAX,P,P_MAX,K,K_MAX
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,60.6,100,9.6,30,496.1,500,98.9,100,88.9,120,58.4,60,41.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.8,6.8,67.9,100,25.2,30,442.3,500,99.6,100,91.9,120,44.3,60,57.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.8,6.8,60.1,100,11.8,30,490.3,500,95.4,100,106.4,120,55.3,60,52.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.5,6.8,55.8,100,11.8,30,390.2,500,95.7,100,96.8,120,46.3,60,58.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.5,6.8,74.9,100,26.6,30,429.7,500,97.7,100,94.4,120,59.6,60,59.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.5,6.8,87.4,100,9.1,30,397.1,500,97.4,100,108.9,120,40.6,60,43,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.6,6.8,99.8,100,24.1,30,400.2,500,97.5,100,80,120,59.2,60,55.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.8,6.8,66.9,100,29.7,30,400.8,500,99.3,100,116.9,120,59.1,60,42.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,94,100,5.5,30,443.2,500,98.7,100,84.5,120,41.2,60,58.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.5,6.8,94.4,100,25.4,30,481.5,500,96.6,100,83.9,120,53.7,60,45.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,71,100,10.7,30,438.5,500,98.9,100,104.5,120,50.1,60,50.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.5,6.8,97.9,100,25.9,30,411.2,500,98.8,100,94.1,120,56.2,60,45,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.8,6.8,72,100,23.6,30,499.8,500,99,100,86.2,120,40.7,60,48.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.7,6.8,99.8,100,27.4,30,493.4,500,98.6,100,86.5,120,43.4,60,45.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,75.7,100,11.7,30,433.9,500,97.9,100,89.2,120,43.5,60,48.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,96.9,100,26.4,30,454.9,500,96.7,100,108.2,120,47.4,60,54.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,77.3,100,28.7,30,438.8,500,96.2,100,91,120,59.8,60,55.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.8,6.8,63.2,100,23.4,30,430.9,500,96.6,100,89.4,120,58.1,60,47,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,84,100,20.5,30,489.5,500,100,100,119.5,120,46.4,60,43.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.5,6.8,92.3,100,17,30,394.5,500,99.4,100,95.6,120,41.7,60,46.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.8,6.8,98.5,100,26.1,30,414.9,500,97.3,100,86.8,120,53.4,60,45.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.8,6.8,71.2,100,17.8,30,381.9,500,95.9,100,93.7,120,42.6,60,41.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,74,100,26.1,30,381.5,500,95.1,100,84.8,120,51.2,60,55.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.8,6.8,74,100,23,30,390.3,500,97.2,100,91.6,120,41.2,60,59.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.6,6.8,75.7,100,9,30,488.8,500,99.2,100,104.9,120,45.3,60,57.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,74.5,100,27.9,30,483.2,500,98.1,100,108.5,120,49.9,60,59.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,98.9,100,6.1,30,437.5,500,96.9,100,109.8,120,52.1,60,57.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,80.1,100,26.8,30,474,500,95.8,100,97.3,120,53.9,60,40.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,92.6,100,13.1,30,484.7,500,95.4,100,115.4,120,55.8,60,55.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.8,6.8,87.8,100,11.3,30,397.6,500,95.5,100,100.4,120,45.3,60,45.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.8,6.8,99.8,100,8.9,30,493,500,96.8,100,104.2,120,53.6,60,51.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.7,6.8,62.9,100,12.7,30,444,500,95.7,100,89.7,120,50.3,60,59.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,88.3,100,21.7,30,489.2,500,96.4,100,116.7,120,43.4,60,47.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.7,6.8,85.7,100,13.4,30,401.1,500,97.4,100,106.1,120,52.1,60,45.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.8,6.8,87.6,100,21.1,30,410.9,500,96.2,100,119.3,120,47.8,60,41.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.6,6.8,76.8,100,24.5,30,433.8,500,95.5,100,87.4,120,48.3,60,53.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.6,6.8,59,100,15.9,30,396.6,500,99.9,100,100.7,120,45.6,60,40.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,60.7,100,11.8,30,442.1,500,98.8,100,82.4,120,45.6,60,42.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.6,6.8,68.1,100,22.6,30,485.4,500,96,100,82.3,120,44.9,60,41.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.7,6.8,83.9,100,19.4,30,453.2,500,97.1,100,88.2,120,55.5,60,56.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,78.5,100,28.3,30,393.8,500,97.4,100,109.2,120,46.9,60,58.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.6,6.8,88.9,100,15.5,30,389.9,500,99.6,100,118.9,120,46.8,60,47.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.6,6.8,67.3,100,15.9,30,390,500,95.9,100,96.7,120,49,60,41.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,91.8,100,5,30,381,500,96,100,83.4,120,40.3,60,59.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,96.7,100,14.5,30,385.8,500,97.3,100,92.7,120,51.3,60,60,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,93.4,100,22.7,30,393.5,500,99.2,100,117.7,120,43.9,60,42,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,56.8,100,26.3,30,447.8,500,97.1,100,102.5,120,46,60,50.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.8,6.8,72.9,100,21.9,30,397.6,500,96.8,100,111.8,120,49.3,60,45.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.5,6.8,56.7,100,15.2,30,471.9,500,95.9,100,108.5,120,54.6,60,44.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.8,6.8,69,100,5.2,30,486.7,500,97.8,100,101.5,120,53.4,60,44.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,66.3,100,13.2,30,433.1,500,99.6,100,112.2,120,52.9,60,58.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.5,6.8,68.1,100,29,30,455.4,500,97.4,100,112.7,120,46.9,60,48.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,84.9,100,17.6,30,433.9,500,95.8,100,102,120,50.2,60,49.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.5,6.8,61.5,100,18,30,444.1,500,98.3,100,110.2,120,43.8,60,43.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,64.2,100,6.3,30,483.4,500,96.4,100,81.6,120,56,60,53.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.8,6.8,58.4,100,11.2,30,467.3,500,95.5,100,105.3,120,44.6,60,47.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.5,6.8,94.8,100,23,30,485.5,500,97.3,100,97.3,120,44.5,60,59.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.5,6.8,77.8,100,22.3,30,388.4,500,95.8,100,106.2,120,56,60,54.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,57.7,100,11,30,484.6,500,98.7,100,106.8,120,53.2,60,52.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.6,6.8,81.6,100,14.7,30,493.5,500,98.3,100,111.7,120,44.9,60,49.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.6,6.8,88.2,100,15.8,30,496.5,500,98.6,100,80.6,120,57.5,60,54.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,80,100,16.9,30,493.4,500,98.9,100,103.5,120,52.7,60,45.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.8,6.8,98.6,100,11,30,417.3,500,96.3,100,90.6,120,52.3,60,42.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.7,6.8,79.4,100,29.3,30,400.7,500,96.5,100,110.6,120,53.5,60,54.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.5,6.8,92.3,100,27,30,475.4,500,99.8,100,118.5,120,40.5,60,48.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.5,6.8,69.2,100,15.5,30,449.9,500,96.4,100,80.7,120,58.9,60,53.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,61,100,27.6,30,459.4,500,99.1,100,89.7,120,45.9,60,49.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,98.1,100,15.5,30,475.2,500,98.8,100,98,120,51,60,57.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.6,6.8,62.5,100,23.1,30,459.9,500,96.2,100,106.7,120,50.9,60,49.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,56.6,100,8.6,30,383,500,99.2,100,92,120,52.8,60,51.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,58.4,100,20.5,30,427.9,500,98.9,100,83.1,120,57.4,60,44.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.6,6.8,90.3,100,12.2,30,449.4,500,97.9,100,107.4,120,49.8,60,41.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,96.7,100,19.5,30,469.4,500,98.9,100,81,120,58.1,60,45.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.8,6.8,84.6,100,29.3,30,492.8,500,98.1,100,107.4,120,43.2,60,43.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.6,6.8,58.6,100,20,30,444.3,500,95,100,116.3,120,55.5,60,47.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,76.1,100,16.4,30,492.1,500,95.4,100,98.2,120,53.4,60,49.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,97.5,100,18.1,30,430.3,500,98,100,113.6,120,52.4,60,43.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.7,6.8,83.9,100,23.6,30,426.6,500,99.7,100,99.1,120,51.6,60,60,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.5,6.8,55.7,100,25.2,30,499.7,500,95.5,100,82.8,120,42.5,60,52.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.7,6.8,83.3,100,14.7,30,470.5,500,97.5,100,101.2,120,51.1,60,40,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.6,6.8,79.1,100,16.6,30,400.5,500,97.3,100,80.1,120,56.2,60,40.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.8,6.8,88.6,100,20.9,30,460.8,500,95.3,100,89.5,120,57.4,60,40.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.5,6.8,89.4,100,5.9,30,460.1,500,95.2,100,93,120,53,60,47.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.6,6.8,61.2,100,28,30,452.7,500,98.1,100,116.4,120,45.6,60,57.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,71.5,100,26.2,30,397.3,500,97.8,100,102.6,120,59.6,60,57.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.8,6.8,73.8,100,21.8,30,390.7,500,96.1,100,81.9,120,46.8,60,47.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.6,6.8,84.4,100,19.2,30,484.9,500,96.1,100,107.4,120,40.5,60,59.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,97.7,100,7.1,30,444,500,99.7,100,91.1,120,55.2,60,44.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,85.2,100,18.9,30,461.6,500,97.7,100,99.5,120,50.8,60,54.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.5,6.8,92.3,100,18.4,30,480.1,500,97.4,100,115.3,120,40.8,60,46.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,65.1,100,10,30,452.7,500,99.1,100,91,120,47.8,60,47.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,70.1,100,21.9,30,452,500,96.6,100,88.2,120,55.1,60,57.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,90.9,100,28.7,30,473.8,500,99.4,100,94,120,45.5,60,49.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.7,6.8,99.4,100,24.4,30,445.6,500,95.8,100,113.1,120,42.7,60,45.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,82.8,100,26.6,30,425.2,500,99.1,100,106.9,120,55.1,60,57.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.7,6.8,75,100,18.3,30,412,500,98.2,100,98.9,120,41.1,60,50.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.8,6.8,56.1,100,15.6,30,492.4,500,95.2,100,108,120,51.1,60,41.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.5,6.8,96.8,100,9.7,30,439.3,500,98.4,100,85.4,120,43.2,60,49.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,67.5,100,5.8,30,487.3,500,98.6,100,95.2,120,56.1,60,56.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.8,6.8,89.1,100,29.1,30,468.3,500,99.5,100,85.2,120,43.6,60,54.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,86.6,100,25.1,30,482,500,99.3,100,95.4,120,50.7,60,57.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.6,6.8,64,100,26.2,30,443,500,96.2,100,97.5,120,48.1,60,48.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.6,6.8,76.2,100,19.9,30,465.8,500,97.4,100,102.6,120,46.4,60,46,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.7,6.8,94.5,100,15.6,30,385.2,500,99.5,100,92.3,120,50.4,60,52.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,85.8,100,28.2,30,490.1,500,97.9,100,84.1,120,59.1,60,49.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.5,6.8,66.9,100,18.1,30,493.2,500,99.9,100,103.7,120,42.4,60,45.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,57.2,100,18.2,30,418,500,98.6,100,116.5,120,56.6,60,41.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.7,6.8,91.1,100,13,30,448.2,500,98.8,100,104.3,120,52.5,60,49.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.8,6.8,69.3,100,12.9,30,468.4,500,98.8,100,103.7,120,52.9,60,57.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,75.8,100,25.9,30,496,500,98.8,100,110.6,120,57.2,60,45.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,70.5,100,17.7,30,490.3,500,99.9,100,116.6,120,55.7,60,45.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,86,100,15.4,30,409.9,500,98.8,100,92.1,120,52.1,60,59.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.5,6.8,79,100,8.1,30,498.4,500,99.4,100,96.6,120,53.7,60,44.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.6,6.8,97.1,100,24.8,30,390.8,500,98.3,100,97.9,120,48.7,60,55.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,74.6,100,16.5,30,470,500,97.1,100,107.9,120,54.7,60,40.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.7,6.8,74.3,100,20.2,30,399.1,500,97.9,100,107.2,120,40.4,60,53.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.8,6.8,82.8,100,29.4,30,473.2,500,96.7,100,107.2,120,56,60,54.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.8,6.8,76.1,100,13.7,30,392.7,500,95.4,100,98,120,51,60,59.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,55.4,100,28.9,30,390.5,500,97.5,100,118.6,120,52.2,60,52.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.6,6.8,69.3,100,13.8,30,473.5,500,96.1,100,96,120,47.3,60,46.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.8,6.8,98.7,100,28.2,30,419.8,500,96.9,100,82.6,120,46.3,60,47.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.5,6.8,88.3,100,7.4,30,400.2,500,98.4,100,95.2,120,56.6,60,46.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,97.4,100,22.9,30,484.8,500,95.4,100,83.1,120,49.7,60,55,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,95.7,100,7.3,30,417.2,500,98.2,100,112.5,120,54.8,60,44.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,58.2,100,13.8,30,415.4,500,98.6,100,85.1,120,46.1,60,48.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.8,6.8,98.7,100,21.9,30,484.4,500,96.4,100,113.8,120,44.9,60,46,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.5,6.8,91,100,8.9,30,387.2,500,97.3,100,115.2,120,48.7,60,42,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.7,6.8,58.5,100,6.5,30,495.1,500,99.4,100,114.1,120,59.3,60,56.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,88.1,100,28,30,459.5,500,96.7,100,106.1,120,49.6,60,55.8,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.8,6.8,81.5,100,26,30,397.4,500,96.8,100,112.5,120,55.2,60,53.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.5,6.8,61.2,100,8.1,30,390,500,95.9,100,104.9,120,51.2,60,58.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.8,6.8,61,100,12.9,30,416.4,500,99.1,100,92.6,120,50.8,60,59.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,80.3,100,23.2,30,438.6,500,96.8,100,85.1,120,56,60,40.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,58.7,100,27.7,30,403.6,500,96.6,100,115.8,120,50.2,60,54.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,98.9,100,15.5,30,413.5,500,98.2,100,102.6,120,46.7,60,53.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.6,6.8,71.9,100,22,30,383.9,500,95.7,100,93.4,120,47.8,60,40.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.5,6.8,76.8,100,22.5,30,418.2,500,95.9,100,82.5,120,43.1,60,47.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.7,6.8,80.1,100,17.3,30,443.6,500,99.7,100,81.2,120,52.5,60,43.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.5,6.8,95.7,100,11.6,30,493.1,500,96.4,100,97.6,120,58.4,60,43,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,92.1,100,5.3,30,471.5,500,97.9,100,106.7,120,51.9,60,52.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.5,6.8,79.8,100,12.8,30,463,500,96.1,100,115.9,120,43.7,60,48.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.7,6.8,66.4,100,11.5,30,401.9,500,97.2,100,87.6,120,51.2,60,59.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,79.4,100,13,30,489.3,500,99.5,100,87,120,42.6,60,45.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.7,6.8,82.7,100,9.5,30,456.9,500,95.1,100,107,120,57.5,60,46.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,72.8,100,6.5,30,406.2,500,97,100,103.8,120,46.1,60,47.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.7,6.8,70.3,100,8.8,30,414.7,500,97.7,100,85.1,120,45.3,60,40.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.7,6.8,56.6,100,15.6,30,418.7,500,99.4,100,110,120,59.7,60,53.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.8,6.8,90.6,100,13.3,30,486.3,500,98.7,100,112.9,120,50.8,60,53.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.7,6.8,81.4,100,13.8,30,454.6,500,97.4,100,101.4,120,59.6,60,47.9,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.7,6.8,75.9,100,9.1,30,403.6,500,96.1,100,103.3,120,56.6,60,45.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.5,6.8,81.1,100,12.5,30,459.6,500,95.3,100,91.7,120,49.9,60,58.6,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,77.9,100,12.2,30,427.9,500,98.7,100,107.1,120,57.5,60,53.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.5,6.8,90.1,100,10.6,30,429.9,500,98.3,100,106.6,120,52.6,60,43.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.7,6.8,59,100,19.9,30,467.5,500,99.5,100,115.5,120,55,60,49.5,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,rainfed,6.6,6.8,63.8,100,9.4,30,471.4,500,97,100,115.8,120,56,60,41.3,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,irrigated,6.5,6.8,59.9,100,24.4,30,397.9,500,97.9,100,104.6,120,57.8,60,53.2,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,rainfed,6.7,6.8,58.6,100,19.1,30,476.5,500,95.5,100,98.2,120,58.6,60,41.7,60
cauliflower,colecrops,sandy Loamy soil,rabi,Oct,Apr,irrigated,6.6,6.8,76.5,100,12.6,30,483.4,500,97.6,100,89.4,120,47.4,60,53.4,60
cauliflower,colecrops,sandy Loamy soil,rabi,Nov,May,rainfed,6.5,6.8,63.9,100,11.2,30,497.5,500,96,100,80.2,120,45.3,60,55.1,60
cauliflower,colecrops,sandy Loamy soil,rabi,Dec,Jun,irrigated,6.5,6.8,87.9,100,17.7,30,444,500,99.2,100,85.7,120,52.6,60,46,60
